,pat,entity A,entity B,apis
22,convert (.*) into (.*),"['c', 'datetime']","['gregoriancalendar', 'date']",['java.util.Calendar.set']
23,convert (.*) into (.*),['darray'],"['d', 'arraylist']",['java.util.Arrays.asList']
24,convert (.*) into (.*),"['the', 'time']","['uk', 'time']",['java.util.TimeZone.getTimeZone']
25,convert (.*) into (.*),['them'],['ints'],['java.lang.Integer.parseInt']
26,convert (.*) into (.*),"['integer', 'values']",['letters'],['java.lang.Integer.parseInt']
27,convert (.*) into (.*),"['short', 'bits']","['an', 'int']",['java.nio.ByteBuffer.allocate']
28,convert (.*) into (.*),['char'],"['a', 'vector']",['java.util.stream.IntStream.range']
29,convert (.*) into (.*),"['strings', 'of']",['bytes'],"['java.lang.Long.toBinaryString', 'java.lang.Long.parseLong']"
30,convert (.*) into (.*),['char'],"['ascii', 'value']",['java.lang.Integer.valueOf']
31,convert (.*) into (.*),"['edittext', 'enter']",['float'],['java.lang.Float.parseFloat']
32,convert (.*) into (.*),"['an', 'integer']","['hours', 'format']",['java.lang.String.format']
33,convert (.*) into (.*),"['an', 'array']","['an', 'listiterator']",['java.util.Arrays.asList']
34,convert (.*) into (.*),['string'],['bitvector'],['java.util.BitSet.set']
35,convert (.*) into (.*),['string'],"['nested', 'arraylist']","['java.util.Collections.reverse', 'java.lang.Character.toString']"
36,convert (.*) into (.*),"['list', 'stream']","['single', 'container']",['java.util.stream.Collectors.toSet']
37,convert (.*) into (.*),"['n', 't']",['not'],['java.util.regex.Pattern.compile']
38,convert (.*) into (.*),"['json', 'response']",['date'],['java.time.LocalDateTime.parse']
39,convert (.*) into (.*),"['matlab', 'output']",['arraylist'],['java.util.Arrays.asList']
40,convert (.*) into (.*),"['raw', 'image']","['signed', 'bit']","['java.lang.Integer.toString', 'java.nio.ByteBuffer.wrap']"
41,convert (.*) into (.*),"['a', 'long']","['printable', 'bytes']","['java.lang.Long.toString', 'java.lang.Long.parseLong', 'java.math.BigInteger.valueOf']"
42,convert (.*) into (.*),['map'],['dto'],['java.lang.String.valueOf']
43,convert (.*) into (.*),"['java', 'string']","['keyvalue', 'pair']",['java.util.regex.Pattern.compile']
44,convert (.*) into (.*),['table'],['string'],['java.util.Arrays.toString']
45,convert (.*) into (.*),['time'],['milliseconds'],['java.util.Calendar.getTimeInMillis']
46,convert (.*) into (.*),"['parse', 'string']",['arraylist'],['java.util.Arrays.asList']
47,convert (.*) into (.*),['it'],"['a', 'string']",['java.lang.System.getProperty']
48,convert (.*) into (.*),"['following', 'program']","['generic', 'program']",['java.lang.System.arraycopy']
49,convert (.*) into (.*),['collections'],"['a', 'map']",['java.util.stream.IntStream.range']
50,convert (.*) into (.*),"['primitive', 'boolean']","['primitive', 'int']",['java.lang.Boolean.valueOf']
51,convert (.*) into (.*),"['a', 'string']","['an', 'array']",['java.lang.Integer.parseInt']
52,convert (.*) into (.*),"['a', 'jsonobject']","['a', 'defaultmutabletreenode']",['java.util.Arrays.copyOf']
0,extract (.*) from (.*),"['numeric', 'values']","['input', 'string']",['java.util.regex.Pattern.compile']
1,extract (.*) from (.*),"['a', 'substring']","['a', 'string']",['java.lang.Integer.parseInt']
2,extract (.*) from (.*),"['multiple', 'integers']","['a', 'string']",['java.lang.Integer.parseInt']
3,extract (.*) from (.*),['double'],"['a', 'string']",['java.lang.Double.parseDouble']
4,extract (.*) from (.*),"['hash', 'tag']",['string'],['java.util.regex.Pattern.compile']
5,extract (.*) from (.*),"['image', 'url']","['html', 'code']",['java.util.regex.Pattern.compile']
6,extract (.*) from (.*),['word'],['string'],['java.util.regex.Pattern.compile']
7,extract (.*) from (.*),"['raw', 'certificate']","['pkcs', 'file']",['java.security.cert.CertificateFactory.getInstance']
8,extract (.*) from (.*),['date'],['string'],['java.util.regex.Pattern.compile']
9,extract (.*) from (.*),"['ip', 'port']","['strings', 'java']",['java.util.regex.Pattern.compile']
10,extract (.*) from (.*),"['public', 'key']","['x', 'cert']",['java.security.cert.CertificateFactory.getInstance']
11,extract (.*) from (.*),"['only', 'number']","['a', 'string']",['java.util.regex.Pattern.compile']
12,extract (.*) from (.*),['hashtags'],['string'],['java.util.regex.Pattern.compile']
13,extract (.*) from (.*),['data'],"['xml', 'file']",['javax.xml.parsers.DocumentBuilderFactory.newInstance']
14,extract (.*) from (.*),"['xml', 'value']","['xml', 'element']",['javax.xml.bind.JAXBContext.newInstance']
15,extract (.*) from (.*),['substring'],"['url', 'string']",['java.util.regex.Pattern.compile']
16,extract (.*) from (.*),['time'],"['unix', 'timestamp']",['java.text.DateFormat.getTimeInstance']
17,extract (.*) from (.*),"['phone', 'number']",['string'],['java.util.regex.Pattern.compile']
18,extract (.*) from (.*),['dates'],"['web', 'page']",['java.util.regex.Pattern.compile']
19,extract (.*) from (.*),"['a', 'word']","['given', 'string']",['java.util.regex.Pattern.compile']
20,extract (.*) from (.*),['parts'],"['a', 'string']",['java.util.regex.Pattern.compile']
21,extract (.*) from (.*),['integers'],['string'],['java.util.regex.Pattern.compile']
22,extract (.*) from (.*),['bits'],"['byte', 'array']",['java.util.BitSet.valueOf']
23,extract (.*) from (.*),['link'],"['string', 'value']",['java.util.regex.Pattern.compile']
24,extract (.*) from (.*),['string'],"['xml', 'java']",['org.xml.sax.helpers.XMLReaderFactory.createXMLReader']
25,extract (.*) from (.*),"['image', 'name']","['url', 'java']",['java.net.URLDecoder.decode']
26,extract (.*) from (.*),"['given', 'substring']","['a', 'paragraph']",['java.util.regex.Pattern.compile']
27,extract (.*) from (.*),['code'],"['sms', 'android']",['java.util.regex.Pattern.compile']
28,extract (.*) from (.*),"['float', 'values']","['a', 'string']",['java.lang.Float.parseFloat']
29,extract (.*) from (.*),['text'],"['square', 'bracket']",['java.util.regex.Pattern.compile']
30,extract (.*) from (.*),"['image', 'url']","['a', 'string']",['java.util.regex.Pattern.compile']
31,extract (.*) from (.*),['ids'],['string'],['java.util.regex.Pattern.compile']
32,extract (.*) from (.*),"['some', 'variables']","['a', 'string']",['java.util.regex.Pattern.compile']
33,extract (.*) from (.*),"['unselectable', 'content']",['pdf'],['java.lang.String.format']
34,extract (.*) from (.*),"['last', 'numbers']",['string'],['java.util.regex.Pattern.compile']
35,extract (.*) from (.*),"['job', 'experience']","['a', 'text']",['java.util.regex.Pattern.compile']
36,extract (.*) from (.*),"['specific', 'value']","['complex', 'json']",['java.util.regex.Pattern.compile']
37,extract (.*) from (.*),"['specific', 'value']","['complex', 'json']",['java.util.regex.Pattern.compile']
38,extract (.*) from (.*),['coefficents'],"['quadratic', 'equation']","['java.util.regex.Pattern.compile', 'java.lang.Integer.parseInt']"
39,extract (.*) from (.*),"['the', 'balance']","['a', 'string']",['java.util.regex.Pattern.compile']
40,extract (.*) from (.*),['pid'],"['ps', 'command']",['java.util.regex.Matcher.find']
41,extract (.*) from (.*),"['symbol', 'characters']",['docx'],['java.lang.Character.codePointAt']
42,extract (.*) from (.*),['value'],"['long', 'string']",['java.util.regex.Pattern.compile']
43,extract (.*) from (.*),['values'],"['insert', 'query']",['java.util.regex.Pattern.compile']
44,extract (.*) from (.*),"['variable', 'values']",['string'],['java.util.regex.Pattern.compile']
45,extract (.*) from (.*),['numbers'],"['a', 'string']",['java.util.regex.Pattern.compile']
46,extract (.*) from (.*),['layers'],['svg'],"['javax.xml.xpath.XPathFactory.newInstance', 'java.util.logging.Logger.getLogger']"
47,extract (.*) from (.*),['numbers'],"['a', 'string']",['java.util.regex.Pattern.compile']
48,extract (.*) from (.*),['strings'],"['csv', 'file']",['java.util.regex.Pattern.compile']
49,extract (.*) from (.*),['mfcc'],"['wavfiles', 'java']",['javax.sound.sampled.AudioSystem.getAudioInputStream']
50,extract (.*) from (.*),['data'],"['dc', 'tag']",['org.w3c.dom.Node.getTextContent']
51,extract (.*) from (.*),['arguments'],"['string', 'pattern']","['java.util.Arrays.asList', 'java.util.regex.Pattern.compile', 'java.lang.String.format']"
52,extract (.*) from (.*),['string'],['buffer'],['java.lang.Integer.parseInt']
53,extract (.*) from (.*),['urls'],['sms'],['java.util.regex.Pattern.compile']
54,extract (.*) from (.*),"['a', 'double']","['a', 'string']",['java.lang.Double.parseDouble']
55,extract (.*) from (.*),['body'],"['twilio', 'request']",['java.lang.Integer.parseInt']
56,extract (.*) from (.*),['float'],['string'],['java.util.regex.Pattern.compile']
57,extract (.*) from (.*),"['multiline', 'values']","['a', 'file']",['java.util.regex.Pattern.compile']
58,extract (.*) from (.*),['numbers'],"['a', 'string']","['java.util.regex.Pattern.compile', 'java.lang.Integer.parseInt']"
59,extract (.*) from (.*),"['arraylist', 'data']",['textfile'],"['java.util.regex.Pattern.compile', 'java.lang.Integer.parseInt']"
60,extract (.*) from (.*),"['some', 'strings']","['a', 'string']",['java.util.regex.Pattern.compile']
61,extract (.*) from (.*),"['particular', 'string']",['string'],['java.util.regex.Pattern.compile']
62,extract (.*) from (.*),"['full', 'name']","['a', 'url']","['java.util.Arrays.asList', 'java.util.regex.Pattern.compile']"
63,extract (.*) from (.*),"['the', 'number']","['a', 'string']",['java.lang.Integer.parseInt']
64,extract (.*) from (.*),['numbers'],['string'],['java.lang.Integer.parseInt']
65,extract (.*) from (.*),['information'],['text'],['java.util.regex.Pattern.compile']
66,extract (.*) from (.*),"['i', 'd']",['byte'],['java.nio.ByteBuffer.wrap']
67,extract (.*) from (.*),"['only', 'values']","['string', 'tags']",['java.util.regex.Pattern.compile']
68,extract (.*) from (.*),"['sub', 'string']","['a', 'string']",['java.util.regex.Pattern.compile']
69,extract (.*) from (.*),"['certain', 'string']","['other', 'string']",['java.util.regex.Pattern.compile']
70,extract (.*) from (.*),['username'],['string'],['java.util.regex.Pattern.compile']
71,extract (.*) from (.*),"['bracket', 'data']",['string'],['java.util.regex.Pattern.compile']
72,extract (.*) from (.*),['weeknumbers'],['string'],['java.util.regex.Pattern.compile']
73,extract (.*) from (.*),['data'],['string'],['java.util.regex.Pattern.compile']
74,extract (.*) from (.*),['numbers'],['string'],['java.util.regex.Pattern.compile']
75,extract (.*) from (.*),['expressions'],"['input', 'string']",['java.util.regex.Pattern.compile']
76,extract (.*) from (.*),['substring'],['regex'],['java.util.regex.Pattern.compile']
77,extract (.*) from (.*),"['soap', 'message']","['mime', 'attachemnt']",['javax.xml.transform.TransformerFactory.newInstance']
78,extract (.*) from (.*),"['query', 'value']",['url'],['java.util.Arrays.stream']
0,read (.*) from (.*),"['xml', 'response']","['a', 'url']","['org.xml.sax.helpers.XMLReaderFactory.createXMLReader', 'javax.xml.parsers.DocumentBuilderFactory.newInstance']"
1,read (.*) from (.*),"['the', 'output']","['java', 'exec']",['java.lang.System.exit']
2,read (.*) from (.*),['input'],"['text', 'file']",['java.nio.file.Files.readAllLines']
3,read (.*) from (.*),['image'],['url'],"['javax.imageio.ImageIO.read', 'java.awt.Toolkit.getDefaultToolkit']"
4,read (.*) from (.*),['arrays'],['user'],['java.lang.Integer.parseInt']
5,read (.*) from (.*),"['jdbc', 'connection']","['xml', 'file']","['javax.xml.xpath.XPathFactory.newInstance', 'javax.xml.parsers.DocumentBuilderFactory.newInstance', 'java.lang.Thread.currentThread']"
6,read (.*) from (.*),['values'],"['text', 'file']",['java.lang.Double.parseDouble']
7,read (.*) from (.*),"['xml', 'document']",['url'],['javax.xml.parsers.DocumentBuilderFactory.newInstance']
8,read (.*) from (.*),"['in', 'double']","['java', 'jtextfield']",['java.lang.Double.parseDouble']
9,read (.*) from (.*),"['signed', 'int']",['bytes'],['java.nio.ByteBuffer.wrap']
10,read (.*) from (.*),['numbers'],"['a', 'file']","['java.util.regex.Pattern.compile', 'java.lang.Integer.parseInt']"
11,read (.*) from (.*),['silently'],['stdin'],['java.lang.System.console']
12,read (.*) from (.*),"['meta', 'data']","['manifest', 'file']",['java.lang.Thread.sleep']
13,read (.*) from (.*),['attribute'],['server'],['javax.management.remote.JMXConnectorFactory.connect']
14,read (.*) from (.*),['certificates'],"['windows', 'store']",['java.security.KeyStore.getInstance']
15,read (.*) from (.*),"['an', 'image']",['stream'],"['javax.imageio.ImageIO.createImageInputStream', 'javax.imageio.ImageIO.getImageReaders']"
16,read (.*) from (.*),['integers'],"['text', 'file']",['java.lang.Integer.parseInt']
17,read (.*) from (.*),"['x', 'bytes']","['a', 'stream']",['java.io.DataInputStream.readFully']
18,read (.*) from (.*),['json'],"['server', 'java']",['java.util.Arrays.asList']
19,read (.*) from (.*),"['multiple', 'input']","['same', 'line']",['java.lang.String.split']
20,read (.*) from (.*),['string'],"['socket', 'channel']","['java.nio.ByteBuffer.allocate', 'java.nio.CharBuffer.wrap', 'java.nio.charset.Charset.forName']"
21,read (.*) from (.*),['data'],"['text', 'file']","['java.lang.Double.valueOf', 'java.nio.file.Files.readAllLines', 'java.lang.Integer.valueOf']"
22,read (.*) from (.*),"['the', 'body']","['post', 'request']",['java.lang.Integer.valueOf']
23,read (.*) from (.*),['byte'],['file'],['java.nio.ByteBuffer.wrap']
24,read (.*) from (.*),"['files', 'sequentially']","['a', 'directory']","['java.lang.Integer.compare', 'java.nio.file.Files.walkFileTree', 'java.util.regex.Pattern.compile', 'java.util.Objects.requireNonNull']"
25,read (.*) from (.*),"['all', 'objects']",['file'],['java.nio.file.Files.move']
26,read (.*) from (.*),"['jpg', 'file']",['url'],['javax.imageio.ImageIO.read']
27,read (.*) from (.*),['text'],['file'],['java.lang.System.nanoTime']
28,read (.*) from (.*),['time'],"['text', 'file']",['java.util.Date.toString']
29,read (.*) from (.*),"['swift', 'message']","['file', 'properly']","['java.nio.file.FileSystems.getDefault', 'java.nio.file.Files.move', 'java.lang.Double.parseDouble', 'java.util.regex.Pattern.compile']"
30,read (.*) from (.*),['long'],['file'],"['java.nio.ByteBuffer.getLong', 'java.nio.LongBuffer.array']"
31,read (.*) from (.*),"['user', 'input']","['tomcat', 'startup']",['java.lang.System.getenv']
32,read (.*) from (.*),['in'],"['file', 'java']",['java.lang.Math.sqrt']
33,read (.*) from (.*),['image'],"['another', 'directory']",['javax.imageio.ImageIO.read']
34,read (.*) from (.*),"['numeric', 'value']",['excel'],['java.lang.String.valueOf']
35,read (.*) from (.*),['double'],['keyboard'],"['java.lang.Double.parseDouble', 'java.lang.Integer.parseInt']"
36,read (.*) from (.*),['text'],['line'],"['java.util.Comparator.comparingInt', 'java.util.stream.Stream.concat', 'java.util.stream.Stream.of', 'java.util.stream.StreamSupport.stream', 'java.nio.file.Files.write']"
37,read (.*) from (.*),"['csv', 'file']",['package'],['java.lang.Thread.currentThread']
38,read (.*) from (.*),"['null', 'values']","['csv', 'file']",['java.lang.String.valueOf']
39,read (.*) from (.*),"['schema', 'file']",['document'],['javax.xml.validation.SchemaFactory.newInstance']
40,read (.*) from (.*),['files'],"['jrt', 'image']","['java.nio.file.FileSystems.getFileSystem', 'java.nio.file.Files.readAllBytes']"
41,read (.*) from (.*),['files'],"['big', 'directory']",['java.nio.file.Paths.get']
42,read (.*) from (.*),['input'],['terminal'],['java.lang.Thread.sleep']
43,read (.*) from (.*),"['weighted', 'graph']","['text', 'file']",['java.nio.file.Files.readAllLines']
44,read (.*) from (.*),"['keep', 'transparency']","['png', 'files']",['javax.swing.SwingUtilities.invokeLater']
45,read (.*) from (.*),"['property', 'push']",['undefined'],['java.util.logging.Logger.getLogger']
46,read (.*) from (.*),"['multiple', 'objects']","['a', 'file']",['java.lang.Integer.parseInt']
47,read (.*) from (.*),"['long', 'integers']",['txt'],['java.lang.Double.valueOf']
48,read (.*) from (.*),"['a', 'number']","['a', 'txt']",['java.lang.Integer.valueOf']
49,read (.*) from (.*),"['image', 'data']","['ico', 'files']",['javax.imageio.ImageIO.read']
50,read (.*) from (.*),['xml'],['socket'],['java.util.logging.Logger.getLogger']
51,read (.*) from (.*),"['specific', 'lines']",['excel'],"['java.nio.file.Paths.get', 'java.nio.charset.Charset.forName', 'java.nio.file.Files.readAllLines']"
52,read (.*) from (.*),['input'],['jar'],['javax.sound.midi.MidiSystem.getSequence']
53,read (.*) from (.*),"['scattered', 'data']","['multiple', 'files']","['java.nio.ByteBuffer.allocate', 'java.lang.Integer.reverseBytes']"
54,read (.*) from (.*),"['accented', 'strings']","['properties', 'file']",['java.nio.charset.Charset.forName']
55,read (.*) from (.*),"['input', 'file']",['bin'],"['java.lang.ClassLoader.getSystemResourceAsStream', 'java.net.URL.getFile']"
56,read (.*) from (.*),['times'],"['text', 'file']","['java.io.RandomAccessFile.seek', 'java.io.RandomAccessFile.readInt']"
57,read (.*) from (.*),['write'],['class'],['java.util.Collections.sort']
58,read (.*) from (.*),['data'],['gui'],['javax.imageio.ImageIO.write']
59,read (.*) from (.*),['integers'],"['that', 'file']",['java.util.Scanner.nextLine']
60,read (.*) from (.*),"['these', 'data']","['a', 'file']","['java.util.regex.Pattern.compile', 'java.lang.Integer.parseInt']"
61,read (.*) from (.*),['numbers'],"['txt', 'file']",['java.lang.Integer.parseInt']
62,read (.*) from (.*),"['test', 'data']",['excel'],['java.lang.System.getProperty']
63,read (.*) from (.*),"['the', 'arguments']",['console'],['java.lang.System.getProperty']
64,read (.*) from (.*),['bytes'],"['gb', 'file']","['java.nio.ByteBuffer.allocate', 'java.nio.channels.FileChannel.open']"
65,read (.*) from (.*),['data'],['javadb'],['java.lang.Class.forName']
66,read (.*) from (.*),"['an', 'image']","['other', 'host']",['javax.imageio.ImageIO.read']
67,read (.*) from (.*),['it'],['database'],"['java.time.Duration.between', 'java.time.Instant.ofEpochMilli', 'java.time.OffsetDateTime.of', 'java.time.Instant.parse', 'java.time.ZoneId.of', 'java.time.ZoneId.systemDefault']"
68,read (.*) from (.*),['data'],['file'],"['java.lang.Long.parseLong', 'java.lang.Double.parseDouble', 'java.lang.Math.round']"
69,read (.*) from (.*),['usernames'],['file'],"['java.util.regex.Pattern.quote', 'java.util.regex.Pattern.matches']"
70,read (.*) from (.*),['numbers'],"['awt', 'textfields']",['java.lang.Integer.parseInt']
71,read (.*) from (.*),"['byte', 'array']","['write', 'method']",['org.omg.CORBA.portable.OutputStream.write']
72,read (.*) from (.*),"['multiple', 'inputs']","['one', 'line']",['java.lang.Integer.parseInt']
73,read (.*) from (.*),"['different', 'inputs']","['inputstream', 'java']",['java.security.MessageDigest.getInstance']
74,read (.*) from (.*),"['specific', 'data']","['firebase', 'database']",['java.lang.String.valueOf']
0,create (.*) from (.*),['object'],"['xml', 'string']",['javax.xml.bind.JAXBContext.newInstance']
1,create (.*) from (.*),"['new', 'object']","['a', 'string']",['java.lang.Class.forName']
2,create (.*) from (.*),"['a', 'stream']","['an', 'array']","['java.util.Arrays.stream', 'java.util.stream.StreamSupport.stream', 'java.util.stream.Stream.of']"
3,create (.*) from (.*),"['biginteger', 'instance']","['int', 'value']",['java.math.BigInteger.valueOf']
4,create (.*) from (.*),"['jar', 'file']","['command', 'line']","['java.net.URLClassLoader.findClass', 'java.security.AccessController.doPrivileged', 'java.lang.ClassLoader.loadClass']"
5,create (.*) from (.*),"['png', 'image']","['a', 'byte']","['javax.imageio.ImageIO.write', 'java.awt.image.Raster.createInterleavedRaster']"
6,create (.*) from (.*),['stringbuilder'],['byte'],"['java.lang.System.currentTimeMillis', 'java.nio.charset.Charset.forName', 'java.nio.ByteBuffer.wrap']"
7,create (.*) from (.*),['pdf'],"['binary', 'data']",['java.util.Base64.getDecoder']
8,create (.*) from (.*),['bytestring'],['int'],['java.nio.ByteBuffer.allocate']
9,create (.*) from (.*),"['stream', 't']","['single', 'object']",['java.util.stream.Stream.of']
10,create (.*) from (.*),"['xml', 'file']","['java', 'object']",['javax.xml.bind.JAXBContext.newInstance']
11,create (.*) from (.*),['bitmap'],['glsurfaceview'],['java.nio.IntBuffer.wrap']
12,create (.*) from (.*),['image'],"['pixel', 'array']",['javax.imageio.ImageIO.write']
13,create (.*) from (.*),['jwk'],"['rsa', 'publickey']",['java.util.Base64.getUrlEncoder']
14,create (.*) from (.*),['envelope'],"['given', 'source']",['javax.xml.soap.MessageFactory.newInstance']
15,create (.*) from (.*),"['pkcs', 'signature']","['file', 'digest']","['java.security.cert.CertificateFactory.getInstance', 'java.security.MessageDigest.getInstance', 'java.util.Arrays.asList']"
16,create (.*) from (.*),"['jaxbelement', 'book']",['string'],['javax.xml.bind.JAXBContext.newInstance']
17,create (.*) from (.*),"['x', 'amount']",['them'],"['java.util.Arrays.hashCode', 'java.util.Arrays.equals', 'java.lang.Math.min', 'java.util.Arrays.toString', 'java.util.Arrays.copyOf']"
18,create (.*) from (.*),['xml'],['map'],['javax.xml.bind.JAXBContext.newInstance']
19,create (.*) from (.*),['bytes'],['bits'],['java.lang.Integer.toHexString']
20,create (.*) from (.*),"['an', 'object']","['a', 'classpath']","['java.lang.Class.forName', 'java.net.URLClassLoader.newInstance']"
21,create (.*) from (.*),['file'],"['java', 'applet']",['java.security.AccessController.doPrivileged']
22,create (.*) from (.*),"['a', 'map']","['a', 'longstream']",['java.util.stream.LongStream.range']
23,create (.*) from (.*),"['xml', 'document']",['string'],"['javax.xml.transform.TransformerFactory.newInstance', 'javax.xml.parsers.DocumentBuilderFactory.newInstance']"
24,create (.*) from (.*),['topic'],['code'],"['java.nio.ByteBuffer.allocate', 'java.lang.Integer.parseInt', 'java.nio.ByteBuffer.wrap']"
25,create (.*) from (.*),"['swing', 'component']",['string'],['java.lang.Class.forName']
26,create (.*) from (.*),['list'],['array'],['java.util.Arrays.fill']
27,create (.*) from (.*),['stream'],"['string', 'directly']",['java.util.stream.Stream.of']
28,create (.*) from (.*),"['xml', 'file']",['java'],"['javax.xml.transform.TransformerFactory.newInstance', 'javax.xml.parsers.DocumentBuilderFactory.newInstance']"
29,create (.*) from (.*),['image'],"['sqlite', 'database']",['javax.imageio.ImageIO.read']
30,create (.*) from (.*),"['new', 'document']",['template'],['java.lang.Runtime.getRuntime']
31,create (.*) from (.*),"['soap', 'request']",['jwsdl'],"['javax.xml.transform.TransformerFactory.newInstance', 'javax.xml.soap.SOAPConnectionFactory.newInstance', 'javax.xml.soap.MessageFactory.newInstance', 'javax.xml.soap.SOAPFactory.newInstance']"
32,create (.*) from (.*),['tuples'],"['java', 'list']",['java.util.stream.IntStream.range']
33,create (.*) from (.*),['keypair'],"['byte', 'array']","['java.security.KeyFactory.getInstance', 'java.security.KeyPairGenerator.getInstance']"
34,create (.*) from (.*),['sessionfactory'],"['properties', 'file']",['java.lang.Class.forName']
35,create (.*) from (.*),['inputstreamreader'],"['joptionpane', 'showinputdialog']",['javax.swing.JOptionPane.showInputDialog']
36,create (.*) from (.*),"['direct', 'doublebuffer']","['byte', 'array']","['java.nio.ByteBuffer.allocateDirect', 'java.nio.ByteBuffer.wrap']"
37,create (.*) from (.*),['slider'],['jbutton'],['java.awt.event.MouseListener.mousePressed']
38,create (.*) from (.*),"['an', 'arraylist']","['a', 'intstream']",['java.util.stream.IntStream.range']
39,create (.*) from (.*),"['an', 'image']",['graph'],['javax.imageio.ImageIO.write']
40,create (.*) from (.*),['lists'],['list'],['java.lang.Math.min']
41,create (.*) from (.*),"['a', 'tree']",['rowset'],"['java.util.Arrays.asList', 'java.lang.Integer.valueOf']"
42,create (.*) from (.*),"['meteor', 'password']",['java'],['java.security.MessageDigest.getInstance']
43,create (.*) from (.*),['float'],['string'],['java.lang.Float.parseFloat']
44,create (.*) from (.*),['jbuttons'],"['actionlistener', 'variable']","['javax.swing.JOptionPane.showInputDialog', 'java.lang.Integer.parseInt']"
45,create (.*) from (.*),['variable'],"['regex', 'findings']",['java.util.regex.Pattern.compile']
46,create (.*) from (.*),"['a', 'chart']",['dataframe'],['java.time.LocalDate.of']
47,create (.*) from (.*),['directory'],"['rest', 'param']",['java.nio.file.Files.write']
0,parse (.*) with (.*),"['format', 'dates']","['localdatetime', 'java']","['java.time.LocalDateTime.parse', 'java.time.LocalDateTime.of', 'java.time.format.DateTimeFormatter.ofPattern']"
1,parse (.*) with (.*),['javascript'],['jsoup'],['java.util.regex.Pattern.compile']
2,parse (.*) with (.*),['string'],['java'],['java.util.regex.Pattern.compile']
3,parse (.*) with (.*),"['an', 'inputstreamreader']",['documentbuilder'],['javax.xml.parsers.DocumentBuilderFactory.newInstance']
4,parse (.*) with (.*),"['negative', 'number']",['parentheses'],['java.lang.Integer.parseInt']
5,parse (.*) with (.*),"['gpx', 'files']",['saxreader'],"['java.lang.Double.parseDouble', 'javax.xml.parsers.SAXParserFactory.newInstance']"
6,parse (.*) with (.*),"['xml', 'document']","['java', 'code']",['javax.xml.parsers.DocumentBuilderFactory.newInstance']
7,parse (.*) with (.*),"['this', 'string']",['regex'],['java.util.regex.Pattern.compile']
8,parse (.*) with (.*),"['nested', 'arrays']",['jackson'],['java.util.Arrays.asList']
9,parse (.*) with (.*),"['zoneddatetime', 'now']",['datetimeformatter'],"['java.time.ZonedDateTime.toString', 'java.time.ZonedDateTime.now']"
10,parse (.*) with (.*),"['json', 'object']","['variable', 'keyname']",['java.util.EnumSet.noneOf']
11,parse (.*) with (.*),['text'],"['dynamic', 'variables']",['java.util.regex.Pattern.compile']
12,parse (.*) with (.*),"['text', 'file']","['regular', 'expression']",['java.util.regex.Pattern.compile']
13,parse (.*) with (.*),['date'],['localdatetime'],"['java.util.Locale.setDefault', 'java.time.format.DateTimeFormatter.ofPattern']"
14,parse (.*) with (.*),['javascript'],['java'],['java.util.regex.Pattern.compile']
15,parse (.*) with (.*),"['custom', 'objects']","['string', 'input']",['java.lang.Enum.valueOf']
16,parse (.*) with (.*),['log'],"['regular', 'expression']","['java.util.regex.Pattern.compile', 'java.lang.String.join']"
17,parse (.*) with (.*),"['json', 'response']","['array', 'list']",['java.lang.String.join']
18,parse (.*) with (.*),['ww'],['yyyy'],['java.time.LocalDate.parse']
19,parse (.*) with (.*),['ddmmmyyyy'],['java'],['java.util.Locale.setDefault']
20,parse (.*) with (.*),"['chinese', 'characters']",['urlencodedutils'],['java.net.URLEncoder.encode']
21,parse (.*) with (.*),['path'],['hashtag'],['javax.xml.parsers.DocumentBuilderFactory.newInstance']
22,parse (.*) with (.*),"['url', 'hash']",['regex'],['java.util.regex.Pattern.compile']
23,parse (.*) with (.*),['yearmonth'],['offset'],"['java.time.format.DateTimeFormatter.ofPattern', 'java.time.YearMonth.parse']"
24,parse (.*) with (.*),['xml'],['birt'],['org.w3c.dom.Node.getNodeName']
25,parse (.*) with (.*),"['these', 'fields']","['single', 'regex']",['java.util.regex.Pattern.compile']
26,parse (.*) with (.*),"['a', 'href']",['img'],['java.util.regex.Pattern.compile']
27,parse (.*) with (.*),"['text', 'file']",['array'],"['java.nio.file.Paths.get', 'java.nio.file.Files.lines']"
28,parse (.*) with (.*),"['nested', 'tables']",['jsoup'],['java.lang.System.exit']
29,parse (.*) with (.*),"['iso', 'date']","['lower', 'specificity']","['java.time.YearMonth.from', 'java.time.format.DateTimeFormatter.ofPattern', 'java.time.YearMonth.parse']"
30,parse (.*) with (.*),['string'],['regex'],['java.util.regex.Pattern.compile']
31,parse (.*) with (.*),"['command', 'watch']",['inputstream'],['java.util.concurrent.Executors.newSingleThreadScheduledExecutor']
32,parse (.*) with (.*),['regex'],['regex'],['java.util.regex.Pattern.compile']
33,parse (.*) with (.*),"['throws', 'datetimeparseexception']",['values'],['java.time.Year.parse']
34,parse (.*) with (.*),['string'],"['java', 'regex']",['java.lang.String.split']
35,parse (.*) with (.*),"['functions', 'exception']","['negative', 'numbers']","['java.lang.Integer.valueOf', 'java.lang.Integer.parseInt']"
36,parse (.*) with (.*),"['a', 'string']",['regex'],['java.util.regex.Pattern.compile']
0,set (.*) in (.*),"['rgb', 'color']",['android'],['java.lang.Integer.parseInt']
1,set (.*) in (.*),"['dpi', 'information']","['an', 'image']","['javax.imageio.ImageTypeSpecifier.createFromBufferedImageType', 'javax.imageio.ImageIO.createImageOutputStream']"
